000,2008-10-23,116.318417,39.984702,
000,2008-10-23,116.31845,39.984683,
000,2008-10-23,116.318417,39.984686,
000,2008-10-23,116.318385,39.984688,
000,2008-10-23,116.318263,39.984655,
000,2008-10-23,116.318026,39.984611,
000,2008-10-23,116.317761,39.984608,
000,2008-10-23,116.317517,39.984563,
000,2008-10-23,116.317294,39.984539,
000,2008-10-23,116.317065,39.984606,
000,2008-10-23,116.316911,39.984568,
000,2008-10-23,116.316716,39.984586,
000,2008-10-23,116.316527,39.984561,
000,2008-10-23,116.316354,39.984536,
000,2008-10-23,116.316188,39.984523,
000,2008-10-23,116.315963,39.984516,
000,2008-10-23,116.315823,39.984523,
000,2008-10-23,116.315611,39.984574,
000,2008-10-23,116.315407,39.984568,
000,2008-10-23,116.315148,39.984538,
000,2008-10-23,116.314907,39.984501,
000,2008-10-23,116.314808,39.984532,
000,2008-10-23,116.314625,39.984504,
000,2008-10-23,116.314426,39.984485,
000,2008-10-23,116.31424,39.984427,
000,2008-10-23,116.314042,39.984485,
000,2008-10-23,116.313818,39.98448,
000,2008-10-23,116.313659,39.984501,
000,2008-10-23,116.314323,39.984618,
000,2008-10-23,116.314107,39.984649,
000,2008-10-23,116.313941,39.984621,
000,2008-10-23,116.313724,39.984655,
000,2008-10-23,116.313521,39.984681,
000,2008-10-23,116.313311,39.984708,
000,2008-10-23,116.313099,39.984708,
000,2008-10-23,116.312921,39.984696,
000,2008-10-23,116.312746,39.984677,
000,2008-10-23,116.312525,39.984682,
000,2008-10-23,116.312332,39.984649,
000,2008-10-23,116.312123,39.984641,
000,2008-10-23,116.311917,39.984647,
000,2008-10-23,116.31172,39.984654,
000,2008-10-23,116.311569,39.984631,
000,2008-10-23,116.31138,39.984647,
000,2008-10-23,116.311189,39.984653,
000,2008-10-23,116.311026,39.984628,
000,2008-10-23,116.310854,39.984652,
000,2008-10-23,116.31066,39.984656,
000,2008-10-23,116.310534,39.984616,
000,2008-10-23,116.31033,39.984676,
000,2008-10-23,116.310063,39.984698,
000,2008-10-23,116.309937,39.984696,
000,2008-10-23,116.309851,39.984663,
000,2008-10-23,116.309749,39.984598,
000,2008-10-23,116.309656,39.98454,
000,2008-10-23,116.309503,39.984525,
000,2008-10-23,116.309348,39.984498,
000,2008-10-23,116.309173,39.984481,
000,2008-10-23,116.308993,39.984489,
000,2008-10-23,116.308827,39.98447,
000,2008-10-23,116.308638,39.98449,
000,2008-10-23,116.308485,39.98449,
000,2008-10-23,116.308351,39.984494,
000,2008-10-23,116.308201,39.984499,
000,2008-10-23,116.308049,39.984484,
000,2008-10-23,116.307902,39.984491,
000,2008-10-23,116.307809,39.984499,
000,2008-10-23,116.307687,39.984472,
000,2008-10-23,116.307548,39.984493,
000,2008-10-23,116.307434,39.984488,
000,2008-10-23,116.307292,39.984427,
000,2008-10-23,116.307126,39.984428,
000,2008-10-23,116.306943,39.984432,
000,2008-10-23,116.306801,39.984425,
000,2008-10-23,116.306633,39.984438,
000,2008-10-23,116.306486,39.984462,
000,2008-10-23,116.3063,39.984466,
000,2008-10-23,116.306047,39.984456,
000,2008-10-23,116.305854,39.984454,
000,2008-10-23,116.305682,39.984412,
000,2008-10-23,116.305466,39.98441,
000,2008-10-23,116.305281,39.984406,
000,2008-10-23,116.305023,39.984393,
000,2008-10-23,116.304909,39.984356,
000,2008-10-23,116.304704,39.984352,
000,2008-10-23,116.304543,39.984338,
000,2008-10-23,116.304315,39.984338,
000,2008-10-23,116.304083,39.984349,
000,2008-10-23,116.303934,39.984368,
000,2008-10-23,116.303813,39.984437,
000,2008-10-23,116.303672,39.984429,
000,2008-10-23,116.303444,39.984342,
000,2008-10-23,116.303298,39.984365,
000,2008-10-23,116.303132,39.984368,
000,2008-10-23,116.30292,39.984385,
000,2008-10-23,116.302754,39.98438,
000,2008-10-23,116.302601,39.984346,
000,2008-10-23,116.302457,39.984303,
000,2008-10-23,116.302271,39.984344,
000,2008-10-23,116.302094,39.984341,
000,2008-10-23,116.301888,39.984359,
000,2008-10-23,116.301693,39.984379,
000,2008-10-23,116.3015,39.984345,
000,2008-10-23,116.301309,39.984345,
000,2008-10-23,116.301107,39.984338,
000,2008-10-23,116.300877,39.984344,
000,2008-10-23,116.300674,39.984278,
000,2008-10-23,116.300462,39.984276,
000,2008-10-23,116.300307,39.984278,
000,2008-10-23,116.300156,39.984252,
000,2008-10-23,116.299943,39.984288,
000,2008-10-23,116.29981,39.984283,
000,2008-10-23,116.299744,39.984335,
000,2008-10-23,116.299703,39.984312,
000,2008-10-23,116.299699,39.984177,
000,2008-10-23,116.299697,39.98414,
000,2008-10-23,116.299721,39.984204,
000,2008-10-23,116.299736,39.984258,
000,2008-10-23,116.299573,39.984031,
000,2008-10-23,116.299578,39.98379,
000,2008-10-23,116.299566,39.983726,
000,2008-10-23,116.299496,39.983692,
000,2008-10-23,116.299476,39.983685,
000,2008-10-23,116.299425,39.983639,
000,2008-10-23,116.299353,39.983629,
000,2008-10-23,116.299279,39.983641,
000,2008-10-23,116.299235,39.983557,
000,2008-10-23,116.299238,39.983509,
000,2008-10-23,116.299267,39.983413,
000,2008-10-23,116.299305,39.983353,
000,2008-10-23,116.299321,39.983337,
000,2008-10-23,116.299314,39.9833,
000,2008-10-23,116.299314,39.9833,
000,2008-10-23,116.299307,39.983304,
000,2008-10-23,116.299311,39.983279,
000,2008-10-23,116.299302,39.983302,
000,2008-10-23,116.299265,39.983276,
000,2008-10-23,116.299191,39.983322,
000,2008-10-23,116.299147,39.983403,
000,2008-10-23,116.299083,39.983548,
000,2008-10-23,116.299031,39.983675,
000,2008-10-23,116.298932,39.983663,
000,2008-10-23,116.298903,39.983533,
000,2008-10-23,116.298869,39.98359,
000,2008-10-23,116.298825,39.983723,
000,2008-10-23,116.298773,39.983902,
000,2008-10-23,116.298725,39.984045,
000,2008-10-23,116.298663,39.984019,
000,2008-10-23,116.286798,39.995777,
000,2008-10-23,116.285446,39.996832,
000,2008-10-23,116.299292,39.984397,
000,2008-10-23,116.299329,39.984426,
000,2008-10-23,116.299413,39.984499,
000,2008-10-23,116.299467,39.984424,
000,2008-10-23,116.299477,39.98441,
000,2008-10-23,116.299569,39.984421,
000,2008-10-23,116.29953,39.984518,
000,2008-10-23,116.299645,39.984488,
000,2008-10-23,116.299523,39.98454,
000,2008-10-23,116.299528,39.98446,
000,2008-10-23,116.299508,39.984463,
000,2008-10-23,116.299473,39.984501,
000,2008-10-23,116.299451,39.984532,
000,2008-10-23,116.299451,39.984532,
